artist,album,track,uri,duracion_ms,popularidad,danceability,loudness,energy,liveness
Becky G,La Respuesta,La Respuesta,2fOjendzUzepHwR9QrVyYF,182400,60,0.757,-3.674,0.832,0.167
Jeremy Zucker,brent,you were good to me,4CxFN5zON70B3VOPBYbd6P,219146,76,0.561,-15.099,0.0848,0.112
Maluma,"Pretty Boy, Dirty Boy",Borro Cassette,6DUdDIRgLqCGq1DwkNWQTN,207306,79,0.73,-5.885,0.701,0.151
Galantis,The Aviary,True Feeling,6R1ArLLvqPvS3AHg9YgmrQ,239520,49,0.579,-4.1,0.725,0.12
Bad Bunny,YHLQMDLG,Safaera,2DEZmgHKAvm41k4J3R2E9Y,295176,79,0.607,-4.074,0.829,0.107
Hillsong en Español,En Esto Creo,Océanos (Donde Mis Pies Pueden Fallar),1SNJTouyG6mRfHYk9Kp3W8,259613,66,0.28,-7.682,0.486,0.0789
Mariah Angeliq,Perreito,Perreito - Remix,3TTragde5roTvwS2caAQOc,210360,0,0.788,-3.064,0.701,0.249
Morat,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,Mil Tormentas,3GtVYDbNiv0qFqennUmmJu,233440,0,0.525,-5.736,0.578,0.0968
Ed Maverick,mix pa llorar en tu cuarto,Fuentes de Ortiz,0akyEssGRVHstqCSWXusJL,207400,80,0.83,-14.461,0.159,0.362
Rauw Alejandro,Afrodisíaco,Reloj,4loQgPwJHocL3dFwLfjb1J,231594,74,0.823,-2.627,0.537,0.124
5 Seconds of Summer,5 Seconds Of Summer,Amnesia,0dIOvducp7ujHTqj66cQ3X,237247,68,0.594,-5.26,0.497,0.162
Axel,Aire,Aire,7vhesMGuUU7By3RWmS73wO,211266,28,0.482,-5.71,0.632,0.0989
James Blunt,Back to Bedlam,Goodbye My Lover,6gxycjJNMgmAyfzUXBN80P,258653,72,0.432,-12.591,0.261,0.0903
Sebastian Yatra,MANTRA,Devuélveme El Corazón,7etlF1zMxJbiaeQrXYh0PY,243426,67,0.59,-6.857,0.78,0.0895
Bhavi,Fresko,Fresko,2Zbw0nOYZoKU27sOYbrsv7,201290,53,0.856,-8.99,0.482,0.134
Bars and Melody,Covers Part II,Despacito,4qRkGptAiomOEqBHgrOxPS,227329,0,0.643,-8.513,0.637,0.0909
Bacilos,Grandes Exitos,Caraluna,4XTMj7kd8DHLl0r7ghmEAr,266160,64,0.76,-5.314,0.773,0.1
La Champions Liga,La Champions Liga (Esto se va para arriba),Ya no puedo,4vfdMbDq0HPPm6LoQD4OHB,119026,27,0.695,-7.196,0.466,0.144
Pibes Chorros,Solo Le Pido a Dios,Solo Le Pido a Dios,27J1Qfp5cxUToY0UUtO93z,273773,40,0.604,-4.906,0.636,0.374
Ella Henderson,Chapter One (Deluxe Version),Hard Work,56mPYdML9ctzkSDyT4jD86,271613,33,0.532,-5.769,0.476,0.135
Bars and Melody,Generation Z,Scream,3S7nPhTJhOPPheqb6Yfi0t,219853,0,0.59,-6.264,0.848,0.34
J Balvin,Vibras,No Es Justo,5qFeMRz4TvetPmzjre9Dq7,250840,71,0.684,-4.494,0.811,0.0871
DJ Jazzy Jeff & The Fresh Prince,Greatest Hits,The Fresh Prince of Bel-Air,0UREO3QWbXJW3gOUXpK1am,177266,63,0.824,-7.354,0.684,0.0481
Coro Pascua Joven San Isidro,Nueva Mañana,Ave María,4avAHBUsq1WM7T7dgQBNP1,161450,27,0.22,-15.11,0.0621,0.0777
Jósean Log,Háblate de Mí,Chachachá,6aommJFM8i3iT4inKuDSXh,215986,79,0.68,-10.944,0.321,0.125
LÚA,Pensando en Ti,Pensando en Ti,7erD8TKGNjHhNDqKAkEhMI,176347,0,0.781,-12.414,0.194,0.121
Carlos Vives,MANTRA,Robarte Un Beso,0qpFruHkIqilJMyVwUDo5x,193133,0,0.745,-3.562,0.901,0.365
Piso 21,Ubuntu,Me Llamas,6tkMQQ5bJ6g0YF6d18iavC,188472,68,0.776,-5.34,0.735,0.0693
Oliver Tree,"Ugly is Beautiful: Shorter, Thicker & Uglier",Life Goes On,0eu4C55hL6x29mmeAjytzC,161803,78,0.7,-5.187,0.49,0.117
J Balvin,OASIS,QUE PRETENDES,25ZAibhr3bdlMCLmubZDVt,222346,81,0.639,-4.443,0.791,0.362
Alan Gomez,El Baile de las Egresadas,El Baile de las Egresadas,1IlbkW24QMlXRs5GF15FMM,279640,45,0.796,-1.359,0.82,0.122
WOS,CARAVANA,PANTANO,0VMxiFeuVhG3Hu7NHnge9e,150661,58,0.607,-3.792,0.84,0.594
Gigolo Y La Exce,Rasta Barbie Remix,Rasta Barbie (Remix),64kNRze29YqCFzFEpQCaHQ,288469,59,0.808,-5.131,0.675,0.274
Maluma,GPS (feat. French Montana),GPS (feat. French Montana),3t6j6WNv2OSn6qm5Vxynub,216306,64,0.841,-3.033,0.629,0.346
Bars and Melody,Generation Z,Thousand Years,6BrGowq3DBLHjIHvvmzN4O,174640,0,0.492,-5.056,0.867,0.327
Pipe Bueno,PB.DB. The Mixtape,La Invitación (feat. Maluma),1xeLNoeUYfjt8ftI4KZAG4,219293,0,0.763,-6.19,0.703,0.125
OneRepublic,Native,I Lived,3IQF4xCQUPicbA4hWfTxPo,234546,74,0.593,-5.456,0.851,0.271
Tomy DJ,La Tóxica,La Tóxica - Remix,2ZUWvGg5MShMew1JI12zv5,124136,0,0.877,-6.173,0.678,0.0425
J Balvin,Otra Noche Sin Ti,Otra Noche Sin Ti,2CdTLdDjwZdVcm0bresVWx,228920,64,0.503,-7.564,0.548,0.145
In Real Life,Tattoo (How 'Bout You),Tattoo (How 'Bout You),7pueVHUwKar1JqWnqlKCf0,229294,0,0.868,-5.92,0.598,0.0772
Selena Gomez,Look At Her Now,Look At Her Now,4yI3HpbSFSgFZtJP2kDe5m,162595,9,0.563,-7.906,0.564,0.304
The Neighbourhood,I Love You.,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,240400,92,0.612,-2.81,0.807,0.101
DEKKO,Bff <3,Bff <3,1i1RYy42uVr7KBCpA5Gjym,173466,63,0.725,-4.209,0.664,0.662
Bars and Melody,143,143,5eDIZl4VJUgiXrMcRWcNCz,215309,0,0.643,-6.926,0.87,0.29
Milky Chance,Blossom,Peripeteia,2hTRnvigUsQiXH851R6l4n,223600,36,0.745,-8.144,0.634,0.297
Tan Bionica,Destinologia,Mis Noches de Enero,27eNXsa98VXWLk4TQAj5nr,293946,60,0.541,-5.157,0.874,0.285
The Mayries,Hey Brother,Hey Brother,5Hu8zdEUszmTkCeSsm3Ly9,220952,41,0.558,-14.676,0.224,0.117
Zeballos,Dando Vueltas,Dando Vueltas,314FEi04GJLNc89wCZVanH,121974,42,0.636,-4.985,0.62,0.213
Piso 21,Piso 21,Hacen Falta Ganas,4EcleMswQ6rd8rosGjEo9Z,220546,0,0.497,-7.0,0.665,0.101
Ariana Grande,Sweetener,God is a woman,5OCJzvD7sykQEKHH7qAC3C,197546,80,0.602,-5.934,0.658,0.237
Kiddtetoon,Illuminati,Illuminati - Remix,6fGyrAxqgdvhzcOKlMQq5s,290666,58,0.892,-8.311,0.531,0.0996
DaBaby,BLAME IT ON BABY,ROCKSTAR (feat. Roddy Ricch),7ytR5pFWmSjzHJIeQkgog4,181733,80,0.746,-7.956,0.69,0.101
Izan Llunas,Luis Miguel La Serie (Soundtrack),"Mamá, Mamá",3rbFG6W7yWwjxpVLxcCqif,189600,28,0.462,-8.343,0.463,0.0882
Demi Lovato,Sorry Not Sorry,Sorry Not Sorry,25C5CowdsfXld2jJanbiex,203760,0,0.701,-6.889,0.638,0.256
Bedroom,In My Head,In My Head,5vwXQUwkpmnkJrfv69L6Mp,354691,75,0.576,-13.537,0.608,0.106
Gianluca Vacchi,MANTRA,LOVE,6P0JERkOH92ojM8bj41oX1,190653,42,0.672,-3.39,0.916,0.336
J Balvin,Reggaeton,Reggaeton,2D3z17LBMJ2HEHeBFFjTLi,158800,68,0.747,-4.325,0.74,0.101
Alec Benjamin,These Two Windows,The Book of You & I,2CSrG5fnBpcdfPXg7sJUBi,207537,62,0.507,-6.237,0.387,0.113
Maxi Espindola,Aliados,Un Pacto,66IQqm7BWQEMk67IwUNYGj,246600,26,0.54,-6.811,0.64,0.0891
Arizona Zervas,ROXANNE,ROXANNE,1ZPWWSwCkxKfqdp4H0RFCo,163636,0,0.621,-5.616,0.601,0.46
Haze,Piensan,Piensan,0i9oiUkWOgvtnjkr0fa3XN,173451,58,0.677,-4.443,0.722,0.11
Morat,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,Yo Más Te Adoro,6Ns7BArTpreUnUYI2l06Nv,202426,0,0.48,-3.908,0.576,0.0881
HUGEL,Gym Quarantine,Gym Quarantine,1t9WkESChRAN8T9p3az6Pg,168611,44,0.865,-6.941,0.751,0.114
Years & Years,Palo Santo,Karma,7BZeyb1wPX9t78rWbLWiky,193880,0,0.79,-7.052,0.506,0.0876
Ofenbach,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Head Shoulders Knees & Toes (feat. Norma Jean Martine),14ngWWxvUSnIMXgF6rzSk1,156960,58,0.798,-5.36,0.828,0.121
Tiago PZK,Entre Nosotros,Entre Nosotros,6w8yBI2vthyN9UnwO4UBWb,192352,74,0.729,-6.345,0.513,0.137
Grace VanderWaal,Just The Beginning,Darkness Keeps Chasing Me,3P19NoMAGg72XG22EOf4zm,281693,36,0.293,-7.126,0.318,0.104
Los Tipitos,Grandes exitos,Campanas en la noche,0MBuFIMKjaA55mwbiPHrwZ,239557,50,0.638,-5.174,0.59,0.102
Angela Torres,Simona (Music from the TV Series),Yo no soy esa Julieta,2Dl1nQwUXjq3yfn1kbESMP,196516,40,0.552,-6.659,0.54,0.149
Cali Y El Dandee,Te Necesito,Te Necesito (Déjà Vu),1KJysnyS8JMJN1EziAIaeh,212226,43,0.705,-4.196,0.894,0.154
Meghan Trainor,Thank You,NO,0l0CvurVUrr2w3Jj1hOVFc,213506,81,0.557,-3.599,0.803,0.737
Bobby McFerrin,The Collection,Don't Worry Be Happy,5YbgcwHjQhdT1BYQ4rxWlD,292400,69,0.681,-22.597,0.163,0.0688
Surfaces,Where the Light Is,Sunday Best,1Cv1YLb4q0RzL6pybtaMLo,158571,78,0.878,-6.832,0.525,0.0714
Parachute,Had It All,Had It All,5cXAhazDamL2rcIxThZWOt,216853,41,0.606,-6.271,0.54,0.144
Rels B,"¿CÓMO TE VA, QUERIDA?","¿CÓMO TE VA, QUERIDA?",1uiX0bdc2sPHcL1k02bC2G,206943,47,0.919,-5.606,0.587,0.34
Mau y Ricky,Para Aventuras y Curiosidades,Desconocidos,56f5qnyAlZdlz8wrUDA50h,204563,75,0.719,-4.891,0.753,0.212
Selena Gomez,Disney Channel Playlist,Everything Is Not As It Seems - Theme Song to Wizards of Waverly Place,5bhhMBf8I3dA31EtDbfdik,50893,0,0.797,-5.705,0.748,0.115
Years & Years,Palo Santo,Howl,3u1w9G4MYMG5EnfoOjaM3j,233906,38,0.624,-10.283,0.43,0.0849
Crazy Ex-Girlfriend Cast,Crazy Ex-Girlfriend: Season 2 (Original Television Soundtrack),Make Makeover (feat. Rachel Bloom),16IXjIYUCrJouLAVTmZz15,54279,26,0.882,-5.326,0.932,0.0436
CNJ & Reja,Quiero Decirte,Quiero Decirte,7C1i2bPZkuqvvU2apfzyBh,232140,0,0.673,-6.911,0.612,0.341
The Kid LAROI,F*CK LOVE (SAVAGE),NEW GUY (skit),6RIBhblsOnnzWBlQspZHXu,21937,0,0.766,-12.35,0.363,0.575
Myke Towers,Para Mi Ex,Bandido,3FiuYGuoADvGBeARUH3XXh,232853,53,0.713,-4.637,0.617,0.0962
Years & Years,Palo Santo,Valentino,4ejTiGZJNOkc3RM6RUITJi,181683,51,0.714,-5.194,0.729,0.181
Piso 21,Magia,Correr El Riesgo (feat. Maluma),33YfCVpoH1Up5w0N0Hxs3e,161400,0,0.625,-4.121,0.74,0.105
Sasha Alex Sloan,Older,Older,52iLDrSoRtf9lcgFuLVfqE,191001,73,0.681,-9.599,0.292,0.0974
Tan Bionica,Obsesionario,Beautiful,0oH7QF9L9fzDy6EFWlivCC,216386,64,0.618,-7.72,0.59,0.206
Tan Bionica,Obsesionario,Loca,2n0NCtkvHx1oPqgiAvexiB,208813,66,0.566,-6.604,0.748,0.288
Chelsea Cutler,brent,sometimes,2MvpHgDzl7skp1xowjCDiG,276080,49,0.466,-15.047,0.127,0.326
La Bomba de Tiempo,Bolivia,Bolivia,2MuDW3QK1SAk35OnTnDLLp,240799,46,0.737,-9.817,0.598,0.591
Bars and Melody,I Won't Let You Go,I Won't Let You Go,3YZ49hFOunhtCjpNlxiZHu,198640,0,0.586,-8.527,0.495,0.0806
Kura,Hardwell On Air - Best Of January 2018,Fuego,69ZgrouqMYCdFzQSTw8f80,164090,0,0.618,-4.314,0.962,0.302
DeathbyRomy,Problems,Problems,5fgHQws1Cj6KDLQmlqM6lF,188504,56,0.761,-4.583,0.554,0.181
Andrés Calamaro,Andres,Paloma,65ULaMAWzUp4wLjMe7bVQz,296973,42,0.233,-4.51,0.881,0.35
Rodrigo,Rodrigo - La mano de dios,La mano de Dios (Homenaje a Diego Maradona),5s8onl5Lw5q1AijP5BUm7G,344186,58,0.395,-5.72,0.855,0.943
Galantis,The Aviary,Salvage (Up All Night) (feat. Poo Bear),2Xa9noXOlgoqSyDYAlwKs1,197186,37,0.649,-2.718,0.851,0.101
Ed Sheeran,÷,Supermarket Flowers,4VuS959DSpr82t3qBqCrWG,221106,77,0.589,-10.517,0.242,0.0887
Mora,MICRODOSIS,TUS LÁGRIMAS,30W8VKHrAZmHzObnwAoc1u,174482,76,0.683,-4.898,0.714,0.111
Arnau Griso,Para que el mundo lo vea,Para que el mundo lo vea - Acústico,6IukuUL2wwXBMQgbNsBnKK,220206,43,0.679,-7.843,0.439,0.0332
Maria Becerra,222,Dime Como Hago,6ptYQHykWyre18zuq6tcir,171602,40,0.763,-14.89,0.234,0.117
Angela Torres,Simona (Music from the TV Series),Sí sí Simona,6gHW555OvG8KkpYKofqTLg,183415,23,0.491,-4.405,0.911,0.0816
Post Malone,Hollywood's Bleeding,Circles,21jGcNKet2qwijlDFuPiPb,215280,89,0.695,-3.497,0.762,0.0863
Randy Newman,Disney-Pixar All Time Favorites,"Walk To Work - From ""Monsters, Inc."" / Score",2kmjhoWbHRfBLwguRp1dlA,209333,0,0.399,-12.925,0.269,0.0986
Sean Paul,Contra La Pared,Contra La Pared,37eGbhE1xVFSvcKkqGb6i1,224680,69,0.828,-7.14,0.588,0.124
Avicii,AVĪCI,Friend Of Mine (feat. Vargas & Lagola),5wl32jJoBEyWUaDOtJVoMo,159863,0,0.704,-4.407,0.705,0.0688
Coro Pascua Joven San Isidro,Alimento que da vida,Después de caer,5wpFcch8FkRv1Nl5MepMxK,346462,25,0.488,-12.049,0.212,0.0966
Rauw Alejandro,Elegí (feat. Dímelo Flow),Elegí (feat. Dímelo Flow),50ZC4PM7hywH27RcCfViau,197721,74,0.824,-2.791,0.631,0.0531
Natalia Lafourcade,Hasta la Raíz,Nunca Es Suficiente,2niUiaoJDCzNldW0pV66zb,237106,74,0.699,-9.308,0.61,0.127
The Beatles,Abbey Road,Here Comes The Sun - Remastered,45yEy5WJywhJ3sDI28ajTm,185733,1,0.557,-10.484,0.54,0.179
Los Nota Lokos,Rompelo Ahí,Rompelo Ahí,4Y0wT9yQnQXUscmIRH8L6c,156502,44,0.847,-2.735,0.873,0.188
Lil Nas X,MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),67BtfxlNbhBmCDR2L2l8qd,137875,77,0.61,-6.682,0.508,0.384
Maluma,"Pretty Boy, Dirty Boy",Recuérdame,3ZHDCdVOw1Aqc3uIDsKOMK,188813,46,0.713,-3.66,0.718,0.06
Papi Sousa,Un Minuto,Un Minuto,2do7yGKJDjZhN4Zo8WgpQc,177397,54,0.825,-7.223,0.449,0.0802
Curtis Stigers,The Bodyguard - Original Soundtrack Album,"What's So Funny 'Bout Peace, Love And Understanding",3cbHPZT4Dl9WJ6QsTvE9Dc,245173,37,0.52,-8.739,0.931,0.14
Red Bull Batalla,Final Internacional Mexico 2017 (Live),Wos VS. Melvin la Cura - Octavos de Final (Live),2ux6oClV3BgHlJSo2f7oOk,325198,14,0.453,-5.355,0.812,0.3
Breakbot,By Your Side,Baby I'm Yours,0tZkVZ9DeAa0MNK2gY5NtV,215506,69,0.829,-3.755,0.792,0.122
Duki,Goteo,Goteo,1EoEU4HY57qaITp06TkC6B,164457,70,0.473,-3.725,0.779,0.189
Cris Mj,Locura y Maldad,Locura y Maldad,2dG8CDU9UBem2ReYcLafDt,200000,69,0.791,-6.636,0.601,0.0919
Alan Watts,The Profound Words Of Alan Watts,Birth and Death,1VPIC81xEHA5FWVxirwpf9,216000,0,0.45,-20.357,0.212,0.141
Zeballos,Lo Mismo de Siempre,Lo Mismo de Siempre,2U2nZYCwhHwgRWfgu15zTs,167981,41,0.542,-9.861,0.455,0.16
Milky Chance,Blossom,Alive,1azJHLB5XFG4dibJuSOF7L,250733,33,0.746,-8.449,0.662,0.125
Shawn Mendes,Señorita,Señorita,0TK2YIli7K1leLovkQiNik,190960,81,0.759,-6.039,0.54,0.0945
Ed Sheeran,÷,Happier,2RttW7RAu5nOAfq6YFvApB,207520,81,0.522,-7.355,0.385,0.135
Gavin Mikhail,The Night We Met,"The Night We Met (from ""13 Reasons Why"")",5ftTH7EI3S4Z0FjuJOnVxy,177477,40,0.394,-8.117,0.33,0.116
Dove Cameron,Descendants 2,"Evil - From ""Descendants: Wicked World""",16LCNkdHW8p2dDryhXsyGP,174400,0,0.405,-6.253,0.878,0.286
Maroon 5,Pop Nostalgia,She Will Be Loved,0ceARdPDRgBg23CLeAb52W,258133,0,0.69,-7.595,0.66,0.138
Lil Dicky,Professional Rapper,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),6AoYWCzsDls6c61Zp5qTuU,290835,0,0.858,-5.361,0.697,0.224
KHEA,ECLIPSE,ECLIPSE,3mEb7NQ4pCQ7Rwy9RVC2eq,153837,62,0.565,-8.512,0.266,0.12
Ritt Momney,Put Your Records On,Put Your Records On,6AGOKlMZWLCaEJGnaROtF9,210463,77,0.399,-10.778,0.491,0.11
ChocQuibTown,Qué Lástima,Qué Lástima,0ojvxgSTugVPVlNWka3hOb,224869,39,0.529,-5.354,0.712,0.0965
Jason Derulo,Mamacita (feat. Farruko),Mamacita (feat. Farruko),7iwhbx1YQcQ675DTj6AmAb,204064,55,0.593,-3.67,0.787,0.0917
Sebastian Yatra,FANTASÍA,Aquí Estaré,6fXnEtRl3ZeAMg9kSqcN3G,215133,46,0.352,-6.212,0.41,0.109
Fidel Nadal,International Love,International Love,2O282x8rik9PMihQAx6bAq,246400,52,0.699,-6.936,0.699,0.0651
Jorge Drexler,Sea,Me haces bien,4UKe38tm5NkRpuFCxwewEe,184546,63,0.404,-10.381,0.607,0.155
Justin Bieber,Lonely (with benny blanco),Lonely (with benny blanco),4y4spB9m0Q6026KfkAvy9Q,149297,73,0.631,-7.071,0.239,0.116
La Champions Liga,Somos Nosotros,El Culpable Soy Yo,5I7jj1e4d7oy0sX4GDvyei,209998,0,0.632,-4.313,0.646,0.184
Sebastian Yatra,FANTASÍA,En Guerra,6dJPqP0gHP6iAZuIk1njBs,221386,66,0.394,-7.598,0.454,0.16
Ricardo Arjona,Circo Soledad,El Cielo a Mi Favor,0BJwrbkZKf7KwlwBOJbD8i,228493,60,0.343,-7.827,0.251,0.212
Angela Torres,Simona (Music from the TV Series),Mejor con amigos,0QrLspFPZSLeU1QaSVa881,200564,23,0.538,-4.81,0.716,0.151
Shawn Mendes,Live At Madison Square Garden,Mercy - Live,4kAlNhmsBsgUi0e7IiyGzl,262864,0,0.466,-6.129,0.79,0.888
Maluma,Felices los 4 (4 Versiones),Felices los 4 - Pop Version,0LyUyzxOby9ocxsPYZ9Z8K,214960,30,0.605,-5.769,0.727,0.125
John C,C90,C90 - Remix,2b6i9zx3ULzKrNWmyP0ePD,316000,22,0.867,-5.1,0.761,0.0654
Soran,IG Comments Song,IG Comments Song,6pIOydA6UqJZYTo9n9YFfA,162266,44,0.887,-6.315,0.477,0.112
CNCO,Pretend,Pretend,78Nyf6RlqBANlMhSnKyClT,200566,56,0.68,-3.862,0.883,0.14
Shawn Mendes,Illuminate,Understand,1zKuqri2rJxxr400ufB6vE,300973,0,0.689,-6.305,0.606,0.0997
Morat,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,Una Vez Más,5oSb7py5CUutbrvviHeS5K,241733,0,0.726,-6.583,0.713,0.173
Lele Pons,Celoso,Celoso,33zcmmElV1YbRZe57biUjg,179693,68,0.746,-4.179,0.703,0.331
TINI,Quiero Volver,Te Quiero Más,6fUxjpkdzip1MObtLaSgKQ,205173,7,0.881,-3.747,0.848,0.272
Natalia Lafourcade,Hasta la Raíz,Hasta la Raíz,3lGMtkONrZdJ8kTCg6KIFf,221800,82,0.585,-8.392,0.643,0.144
L-Gante,Pistola,Pistola,2OEVXCvrzJfpZaIPwsR99i,157369,0,0.772,-7.512,0.596,0.105
Tiagz,They Call Me Tiago (Her Name Is Margo),They Call Me Tiago (Her Name Is Margo),489AYiTB0ylShgV29tihMo,154455,0,0.88,-7.594,0.578,0.0965
Intoxicados,No Es Solo Rock And Roll,Una Vela,5TQlPe23rDgLkgbpEgWUnI,273280,55,0.821,-8.707,0.689,0.454
Phineas and the Ferbtones,Disney Channel Playlist,Gitchee Gitchee Goo,0WUcIKXoLP9P3P67puCbkX,119866,0,0.7,-3.406,0.953,0.041
Lisa Stansfield,The Bodyguard - Original Soundtrack Album,Someday (I'm Coming Back),2uu2bgubcIjivmsVbYgivF,297493,42,0.76,-14.022,0.554,0.0847
KHEA,Te Necesito (Live Acoustic),Te Necesito (Live Acoustic),79uVK69HCjcVEKsVcl4DAB,195929,50,0.612,-7.562,0.312,0.0946
Milky Chance,Sadnecessary,Fairytale,4JQQFICIr3W7dBkrpY95eF,256000,0,0.756,-9.188,0.806,0.101
Miley Cyrus,Younger Now,Love Someone,7llPsildzxzgt6odtSaScQ,199493,44,0.678,-3.636,0.845,0.0572
Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,HACIENDO QUE ME AMAS,26QApq0cuO9brJigr0C0W4,217768,76,0.584,-7.147,0.411,0.0955
Lauv,I met you when I was 18.,Never Not,4fFfyouye6vrX9o9z4PVMu,208000,6,0.47,-9.243,0.221,0.104
Don Omar,Latino! Greatest Hits - 56 Latin Top Hits,Pobre Diabla,0yglvGgLOCnznme674cR9X,253080,0,0.739,-7.268,0.746,0.0808
Morat,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,En Un Sólo Dia,0epE322eIwbGrlZxkqpzun,202120,0,0.616,-5.704,0.74,0.0941
Manal,Manal,Jugo de Tomate,0agzpJR3jRbfLKhG5nWxx3,166400,45,0.698,-5.234,0.708,0.237
Pedro Capó,Calma,Calma - Remix,5iwz1NiezX7WWjnCgY5TH4,238200,76,0.826,-4.218,0.773,0.143
Helena Bonham Carter,Cinderella,Bibbidi-Bobbidi-Boo (The Magic Song),60wRgK8fQfnDHmwKbzqlWa,82466,0,0.72,-13.626,0.41,0.185
Ella Eyre,Feline,We Don't Have To Take Our Clothes Off - Remastered 2015,49GpGYGli1xcxovgYf0k4c,236293,69,0.56,-9.317,0.17,0.107
Brytiago,Te Falle,Te Falle - Remix,0WfoXzTTleO9bHtuQIn5EY,274500,49,0.804,-6.528,0.571,0.287
Nacho,La Criatura,Happy Happy,1CdM0jOwHOvO1kREj87vQf,185360,49,0.795,-5.252,0.791,0.224
Conor Maynard,Covers,Work,3ymrR3hOphsdFEIVGeISv4,165607,38,0.602,-8.141,0.487,0.0995
Shawn Mendes,Shawn Mendes,In My Blood,21YnmkSDhUkmkkni22Svc4,211360,0,0.622,-7.32,0.709,0.126
Pilar Pascual,Go! Vive A Tu Manera (Soundtrack from the Netflix Original Series),Go Go Go,4SDodGfpKj2MPnIgEioJoA,159173,44,0.684,-5.579,0.739,0.098
Milky Chance,Blossom,Losing You,1uNTs42rqMDyyVjCjARTur,272533,35,0.752,-7.192,0.51,0.38
THE ANXIETY,THE ANXIETY,Meet Me At Our Spot,07MDkzWARZaLEdKxo6yArG,162680,79,0.773,-7.93,0.47,0.0851
Morat,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,Del Estadio Al Cielo,4mRuM1hYY9u4YLo6RX9YVk,234500,0,0.533,-4.447,0.812,0.482
Calvin Harris,How Deep Is Your Love (Remixes),How Deep Is Your Love - Chris Lake Remix,7foafyqmJYUdhGBpIusueW,306226,56,0.727,-4.991,0.85,0.412
Leo Rizzi,No siempre quedará París,No siempre quedará París - Remix,4TPugCH4s6bRqhWhGkb2qw,186045,60,0.589,-6.497,0.602,0.128
Lea in the Mix,Treme Bum Bum / Puti Short,Treme Bum Bum / Puti Short,0YmPd3U3sRB7LHzIKFWnVH,166997,0,0.875,-4.878,0.774,0.0602
Jacob Sartorius,The Last Text EP,By Your Side,1Z9DSDnta5xcbLPeUxrQvD,183527,23,0.562,-8.103,0.57,0.197
Bizarrap,"Dani Ribba: Bzrp Freestyle Sessions, Vol. 7","Dani Ribba: Bzrp Freestyle Sessions, Vol. 7",1jKq6jcjPAd2awwuYiPswp,137365,53,0.924,-6.824,0.622,0.0971
Why Don't We,Big Plans,8 Letters,7LJqSolCoVKeb4GK3dRbJl,190026,0,0.607,-5.702,0.478,0.0928
Camila Cabello,Camila,Never Be the Same,4eWQlBRaTjPPUlzacqEeoQ,226973,75,0.637,-4.333,0.713,0.137
Milky Chance,Blossom,Ego - Acoustic Version,072gJidO70ft5SB1ZNtC82,268840,29,0.774,-13.948,0.146,0.118
Bad Bunny,YHLQMDLG,A Tu Merced,4r9jkMEnArtWGH2rL2FZl0,175918,81,0.86,-4.784,0.791,0.106
FISHER,You Little Beauty,You Little Beauty,1gRQxbfL4ULWyTosgXSbWT,206587,68,0.926,-5.531,0.951,0.313
Captain Jack BR,Bella Ciao (Remix),Bella Ciao - Remix,6oyPcBw6WdYktPGObwsnGU,210967,0,0.683,-4.921,0.891,0.286
Lauv,~how i'm feeling~,Sims,7sJwGtoWgkVRwzujlyT3cp,155075,0,0.529,-8.238,0.398,0.0637
Lali,Brava,OMG!,1YVlMsH7K9e5IZPWNZzIjE,236732,30,0.583,-5.838,0.7,0.588
ayokay,In the Shape of a Dream,Stay With Me (feat. Jeremy Zucker),65Bynqyt59f3fojjs1Uo41,189786,56,0.694,-6.612,0.695,0.131
La Champions Liga,Cumbia villera - La Champions Liga,Tu sin mi,0rbBqsCqIfFhRtiFoNhtcL,230266,41,0.683,-6.982,0.574,0.221
Logic,Everybody,1-800-273-8255,5aFQU3VPCQ3YGfKBA4tLfj,250173,0,0.627,-7.738,0.572,0.198
The Clash,Combat Rock (Remastered),Should I Stay or Should I Go - Remastered,39shmbIHICJ2Wxnk1fPSdz,188986,81,0.743,-6.465,0.836,0.384
Nicki Nicole,Mala Vida,Mala Vida,3SzBLvShr2FKp1qSaqK6cm,160423,55,0.521,-5.101,0.675,0.299
Michael Giacchino,Disney-Pixar All Time Favorites,"Special Order - From ""Ratatouille"" / Score",70MF7i64Yhfy3zvJnpcbON,118573,0,0.563,-8.475,0.734,0.326
Dove Cameron,Descendants 2,Ways to Be Wicked,5PkXw4xMCaIoguKBiWZUGN,218005,0,0.63,-4.191,0.979,0.423
Milky Chance,Sadnecessary,Stolen Dance,2jiPHbFX5XM8TjaTfYJ0eo,313684,4,0.885,-8.813,0.581,0.0759
