artist,album,track,uri,duracion_ms,popularidad,danceability,loudness,energy,liveness
Akon,Trouble,Bananza (Belly Dancer),0dNPpDFdvzj6XFIRzg2hmp,238493,0,0.878,-5.897,0.699,0.755
Ed Sheeran,÷,Barcelona,3Lfiu5sZ4M4B6JaKMBc0FU,191146,67,0.747,-4.294,0.76,0.153
DJ Alex,El efecto,El efecto - Remix,4LRYdLim72NkkWlBBgKOZG,157802,0,0.707,-5.605,0.736,0.0661
Lali,Brava,Vuelve a Mi,6lRE7UoLBqTGuItDLjL40P,254610,33,0.602,-5.911,0.738,0.141
Jonah Kagen,Moon,Moon,1XpAZlfENlrHalIvuhAp9R,220918,57,0.586,-8.806,0.516,0.489
Pump Xxx,Arms Around You,Arms Around You,2w7HregFKjp8WdKUsMTvIL,165009,0,0.697,-9.083,0.593,0.488
SHAUN,Take,Way Back Home,3NxuezMdSLgt4OwHzBoUhL,214136,72,0.745,-4.591,0.739,0.127
Shawn Mendes,Handwritten (Revisited),Memories,1JOXtsCnIVcDkVi9SxMIso,232520,0,0.486,-8.736,0.166,0.271
Piso 21,Pa' Olvidarme De Ella,Pa' Olvidarme De Ella,1cVlW9WQiGlFdWUXFdFZGh,227233,72,0.728,-5.195,0.542,0.136
Fito Paez,Circo Beat,Mariposa tecknicolor,2RognU2ViRdA6HxnpAITJl,222346,73,0.509,-6.647,0.887,0.355
C.Terrible,My Dog Is,My Dog Is,1AnWtLKn7r9rxK1cdCY4A6,184041,0,0.858,-7.501,0.681,0.31
Maluma,Magia,Obsesión (feat. Dyland & Lenny) - Version Remix,2XG9u0s7VtszmS0mSCfEn2,196000,37,0.762,-5.104,0.733,0.199
SDJM,That Way,That Way,0Sc5lXL9iqUHibXRfiquGn,158371,49,0.594,-3.898,0.889,0.143
Rita Ora,Phoenix,Only Want You,2CTN6UuO2dNEVZXR0DJVk2,180760,57,0.654,-6.224,0.528,0.0975
Jeremy Zucker,glisten,all the kids are depressed,75ls0gurX68lUmMjE7QcsE,169973,75,0.773,-8.281,0.437,0.544
Morat,Balas Perdidas,Acuérdate De Mí,6vJSBlhgcGFTnHn3UsHgpt,221063,70,0.328,-6.124,0.518,0.262
Paulo Londra,Tal Vez,Tal Vez,46lvmzK8wxAy66tjzXXSh0,264483,65,0.849,-2.899,0.655,0.0781
Paulo Londra,Adan y Eva,Adan y Eva,6FyRXC8tJUh863JCkyWqtk,258638,71,0.767,-4.47,0.709,0.0676
Ed Sheeran,÷,Bibia Be Ye Ye,6SznMYPQJHzr3IwsAHLId2,176746,64,0.738,-5.121,0.677,0.133
Major Lazer,Peace Is The Mission (Extended),Light It Up (feat. Nyla & Fuse ODG) [Remix],40MkEbKzuSW9ET6HBngqnK,166138,0,0.747,-3.782,0.877,0.233
Train,"Hey, Soul Sister","Hey, Soul Sister",0KpfYajJVVGgQ32Dby7e9i,216666,0,0.675,-4.432,0.885,0.086
Kevo DJ,Veneno de Serpiente,Veneno de Serpiente,7bNaTzPNQhRrH6e27XYO1U,162351,0,0.893,-7.927,0.664,0.24
Martin Garrix,Drown (feat. Clinton Kane),Drown (feat. Clinton Kane),4RVtBlHFKj51Ipvpfv5ER4,174062,68,0.573,-5.455,0.739,0.175
Superfruit,Future Friends,GUY.exe,3JTjLyrnevl9ASw3ayGO2P,222680,72,0.77,-4.601,0.732,0.157
Sonna,Cinderella,Strong,4LduFQwF11Mno3x9FsfoJH,194053,0,0.257,-6.421,0.574,0.371
Dj Kass,Scooby Doo Pa Pa,Scooby Doo Pa Pa,1xndOD8CreR5ctkOv5G1LN,145972,0,0.91,-2.573,0.754,0.122
John Travolta,Grease,Greased Lightnin' - From “Grease” Soundtrack,0t7WhYsl5seMz896jS113q,194466,0,0.581,-10.651,0.86,0.0694
Lil Pump,Esskeetit,Esskeetit,44KKhCyI0BGS6LvVyDqJtH,181714,56,0.934,-7.648,0.505,0.0867
Ariana Grande,Sweetener,everytime,0WdR2AyLW1Drd3OUdwezM0,172106,78,0.71,-6.757,0.614,0.0974
Miley Cyrus,Plastic Hearts,Angels Like You,1daDRI9ahBonbWD8YcxOIB,196453,93,0.672,-4.035,0.642,0.1
Morat,Balas Perdidas,Presiento,2V4hc5gplg7EXlrRUvD4rp,174379,75,0.711,-3.15,0.727,0.296
Mike Bahía,Serenata,Serenata,0Ek2vjTPwy3fXKQnsXy8MH,206967,51,0.757,-2.657,0.824,0.165
Duki,Ley de Atracción,Ley de Atracción,52PVGjg5sUhfs9PHiSl02c,180247,58,0.776,-4.078,0.683,0.322
Izan Llunas,Luis Miguel La Serie (Soundtrack),1+1=Dos Enamorados,4GR446pvdwhSMO0jEuSiZI,213893,36,0.854,-9.381,0.624,0.075
Camila Cabello,Camila,Inside Out,5xi2SXmF3A5AIsuGXiUIZu,182560,50,0.737,-5.31,0.697,0.0821
Ed Sheeran,÷,Eraser,7oolFzHipTMg2nL7shhdz2,227426,61,0.64,-5.647,0.812,0.0509
Sebastian Yatra,FANTASÍA,Yo Te Extraño,3IjgbyNxrZqwSJf67YPc06,223200,46,0.343,-6.38,0.281,0.107
Camila Cabello,Havana,Havana - Remix,3whrwq4DtvucphBPUogRuJ,199095,64,0.751,-4.036,0.579,0.133
Niall Horan,Flicker,This Town,0qvzXomUDJVaUboy2wMfiS,232852,81,0.677,-8.467,0.401,0.116
Noah Kahan,Hurt Somebody,Passenger,6wkVmLTBedKaAoeSj4xP6J,238066,53,0.696,-6.769,0.675,0.114
Galantis,The Aviary,Written in the Scars (feat. Wrabel),0W68dlJ9e4OcVWbECODJDM,203880,34,0.585,-4.718,0.642,0.277
Harry Styles,Harry Styles,Sign of the Times,5Ohxk2dO5COHF1krpoPigN,340706,86,0.516,-4.63,0.595,0.109
Ariana Grande,Sweetener,better off,3NbTQ8ZbHU6MSEVUFAVCJ9,171333,65,0.597,-7.247,0.524,0.112
Bizarrap,"Kiddo Toto: Bzrp Music Sessions, Vol. 11","Kiddo Toto: Bzrp Music Sessions, Vol. 11",7jJV6hcqjD76gbu7TG67k8,143376,0,0.819,-5.954,0.623,0.0892
John Denver,"The John Denver Collection, Vol. 1: Take Me Home Country Roads","Take Me Home, Country Roads - Rerecorded",2xYlyywNgefLCRDG8hlxZq,197813,0,0.255,-12.564,0.43,0.188
Benjamín Amadeo,Vida Lejana,Todavía,1lrcy21mSisqOSuSb1c1tB,229560,33,0.611,-8.978,0.386,0.146
David Guetta,Flames,Flames - Extended,5plDQNrTQkND1PW9hm1MV8,291702,32,0.674,-4.465,0.717,0.0388
Maluma,PB.DB. The Mixtape,La Curiosidad,0g1gWpGR4jcmR5b2ErsK46,219186,0,0.614,-5.803,0.785,0.0729
Maddix,Hardwell On Air - Best Of January 2018,Mantra,0ZQ1oC9adhACM5mAY42nyn,194769,0,0.509,-4.826,0.98,0.154
La Joaqui,Mañosa,Mañosa,6ELw0p5THiGQxrJnQnmwCq,157677,64,0.902,-4.012,0.62,0.0422
Nicky Jam,Voy a Beber,Voy a Beber,4xv3AWzXuakTDsfn1bNJc4,210870,0,0.791,-5.756,0.73,0.0542
Anders Nilsen,Salsa Tequila,Salsa Tequila,4WRjqQ6sx5qIcddaIxNTfF,199804,0,0.661,-3.352,0.906,0.0743
Ayo & Teo,Rolex,Rolex,0pSBuHjILhNEo55xK1zrRt,238586,69,0.804,-2.512,0.886,0.266
Galantis,The Aviary,Pillow Fight,3sjoP4LW3hObIGJ6Z95O8b,197226,35,0.522,-3.882,0.867,0.0725
Ariana Grande,Sweetener,R.E.M,1xWH8zYtDeS9mW1JJG23VZ,245666,66,0.831,-6.677,0.485,0.118
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",4w8niZpiMy6qz1mntFA5uM,212500,79,0.842,-4.167,0.801,0.0642
Quinn XCII,The Story of Us,Flare Guns,7cM9Kqto11iJpY2RwgVJSq,240013,62,0.812,-6.806,0.472,0.285
Khalid,Free Spirit,Bluffin',42w7pX3r1TpLR0i55Ek5ND,199240,51,0.529,-10.323,0.314,0.102
Why Don't We,What Am I,What Am I - Cash Cash Remix,5RIGSxOr5oVnOeVPdK5PN7,159123,0,0.665,-3.482,0.783,0.13
Milky Chance,Blossom,Heartless,1FguYCzxg0wOigoUo7S6ab,403320,32,0.514,-10.113,0.653,0.0947
Rita Ora,Your Song,Your Song - Cheat Codes Remix,6IUxxEeE9fGdZa5HYDFYLn,215592,49,0.728,-4.359,0.755,0.295
Maluma,Hawái,Hawái,4uoR6qeWeuL4Qeu2qJzkuG,200197,74,0.787,-3.455,0.728,0.0629
Portugal. The Man,Woodstock,Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,163253,81,0.801,-5.115,0.795,0.0717
Maluma,Corazón,Corazón,4lESS6vuruP6a79KWRaQou,184066,0,0.871,-5.401,0.768,0.162
Hannah Montana,Disney Channel Playlist,Let's Get Crazy,42QgioRHWFEbZlJdu29ZjH,155400,0,0.723,-3.736,0.914,0.347
WOS,MELÓN VINO,MELÓN VINO,7xQgtdHA1NHFTmomE2XHhi,176394,51,0.62,-6.081,0.741,0.156
The Kid LAROI,F*CK LOVE 3+: OVER YOU,STILL CHOSE YOU (feat. Mustard),7xJqJxiM5f0BZQLWCbOuWz,171428,64,0.724,-7.112,0.5,0.115
With Løve,Someone You Loved,Someone You Loved - Remix,43WUlzGK0qqDPFngeULWkt,214235,39,0.563,-10.565,0.497,0.0983
Travis Atreo,Should Have Been Us,Should Have Been Us,0P3wANnHa96Q7qOBzZrvD5,198549,0,0.695,-7.676,0.359,0.102
WOS,OSCURO ÉXTASIS,CULPA,0BTJ7QpDRjinzAy8KQMAp8,215717,64,0.485,-3.399,0.941,0.241
Fer Palacio,Tak Tiki Tax,Tak Tiki Tax,7jOrc6UmSoQQdHq8J1c7jS,152953,37,0.708,-6.116,0.861,0.0181
Lali,Brava,Sin Querer Queriendo (feat. Mau y Ricky),5rUNrHC5b0oYanaw370Ncz,228533,53,0.7,-4.893,0.862,0.1
Why Don't We,8 Letters,In Too Deep,6z3OqZBR4v3w6s0w6dSVhF,194506,55,0.658,-6.688,0.442,0.2
Quevedo,SIN SEÑAL,SIN SEÑAL,1Y62KpDaP5MEL43ZcI6IaG,185084,75,0.822,-3.314,0.851,0.105
David Guetta,Flames,Flames - Sylvain Armand Remix,7xuGJmN8O7vycKgwrs4vNS,272422,24,0.816,-8.695,0.488,0.0882
Felipe Barrenechea,El viaje,El viaje,1Q4sh2qHtUxujMkQ536QAO,317254,9,0.812,-10.124,0.318,0.0844
In Real Life,Tonight Belongs to You,Tonight Belongs to You,2KoBfReU3NlprzgU5WvUiv,193378,0,0.4,-4.467,0.772,0.347
Die Antwoord,Donker Mag,Pitbull Terrier,7wxqtAEYlz4gwVowjgOTrC,220336,0,0.707,-6.743,0.632,0.536
Maluma,"Pretty Boy, Dirty Boy",Tengo un Amor (feat. Leslie Grace),4x3uJNB2Keq3sB8s8sMMAI,227053,48,0.67,-4.544,0.824,0.312
La Champions Liga,La Champions Liga,Besame,7y8V5gDcZavd1ks95ktB49,172386,54,0.623,-4.654,0.583,0.0618
Blxst,No Love Lost,Chosen (feat. Ty Dolla $ign),1dIWPXMX4kRHj6Dt2DStUQ,161684,76,0.571,-5.16,0.767,0.0809
Morat,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,Ahora Que No Puedo Hablar,2wrBqsiTV58hAxhfN3BZ9J,264680,0,0.37,-8.02,0.347,0.349
Lovesik,Falling Into Love,Falling Into Love,01J9TdH0n1RHYGriTjHyUc,154397,38,0.322,-9.297,0.443,0.103
Why Don't We,Big Plans,Big Plans,6Yx181fZzA0YE2EkUsYruq,179929,0,0.693,-5.279,0.604,0.114
The Kid LAROI,F*CK LOVE (SAVAGE),SO DONE,3qgPpwtuRu5oP8EtFSj8HE,126521,16,0.719,-6.254,0.598,0.115
Patrick Doyle,Cinderella,A Golden Childhood,6vO5Jn6vQj6wLoelNyX47q,236920,0,0.164,-22.213,0.071,0.0944
Fuego,Una Vaina Loca,Una Vaina Loca,2qEoAz0i6yEz5dPggABcLH,226187,75,0.811,-3.161,0.588,0.0929
Ariana Grande,Sweetener,successful,5YeHLHDdQ4nKHk81XFWhCU,227386,67,0.847,-4.607,0.603,0.106
Polo Frost,Best Ever (feat. Ayo & Teo),Best Ever (feat. Ayo & Teo),7BQ1LYgw8XGhnUFY851OVg,226721,38,0.913,-8.152,0.67,0.405
Anuel AA,Emmanuel,Hasta Que Dios Diga,06s3QtMJVXw1AJX3UfvZG1,246000,85,0.691,-4.727,0.765,0.203
XXXTENTACION,"XXXTENTACION Presents: Members Only, Vol. 3",Off the Wall!,0GRmh4ZlobfhvDE9L4CbOs,203493,64,0.834,-10.173,0.374,0.134
TINI,Miénteme,Miénteme,0cOa970mzTWAxKtltpkpLc,165275,78,0.85,-4.522,0.541,0.286
Jessie Reyez,Kiddo,Great One,1rm9z2o1PgcJHIYL6nx0VG,169826,56,0.559,-5.502,0.507,0.268
Robbie Williams,Sing When You're Winning,Rock DJ,4pbyDPjFgfPqFTcIMC8xpK,258560,71,0.708,-4.264,0.772,0.467
Michael Bublé,Michael Bublé,Put Your Head on My Shoulder,5r8cnleYmzVjuLzVRQXqbW,266866,44,0.25,-13.568,0.253,0.14
Jacob Sartorius,Left Me Hangin',Chapstick,4XjQtmvtRcm5U4UQj0sMs1,168436,33,0.762,-9.248,0.505,0.0563
Travis Tritt,Greatest Hits: From the Beginning,Help Me Hold On,3BHx6B5k6FLSAkFWaLRgjb,240933,32,0.418,-8.081,0.462,0.105
Maria Becerra,Tú Me Lo Haces Fácil,Tú Me Lo Haces Fácil,4uHDcZYy7kQxNY0IzxDy7w,164666,57,0.893,-7.169,0.341,0.152
Ariana Grande,Sweetener,raindrops (an angel cried),0v2LUO8oTHnkjQ8MmKuXyk,37640,62,0.336,-6.217,0.231,0.188
Romeo Santos,"Fórmula, Vol. 2 (Deluxe Edition)",Propuesta Indecente,5PycBIeabfvX3n9ILG7Vrv,235133,81,0.757,-6.83,0.632,0.0723
In Real Life,Eyes Closed,Eyes Closed,0h3PlGdTl8kUA47Zb2kJAi,198200,0,0.645,-5.557,0.799,0.265
Cheat Codes,Put Me Back Together (feat. Kiiara),Put Me Back Together (feat. Kiiara),5BgsAQnzQFlunJY5T4k1Pd,223899,39,0.567,-5.699,0.644,0.0632
Jorge Drexler,Eco,Todo se transforma,4YEU9N2XAE0DfUwxWI5ijA,217146,65,0.761,-7.326,0.488,0.0864
Semedo,Some People Say,Some People Say - Radio Edit,5GCdBZ6QzW3lWbMJEwYx6k,177432,58,0.873,-5.488,0.797,0.398
Tate McRae,feel like shit,feel like shit,2EBnvom1dTybtm75a3Xh1T,204314,69,0.508,-7.158,0.378,0.119
La Champions Liga,Somos Nosotros,Baila Como Tu Quieras (Reggaeton),5SFRI9xJpnq4r03OhzTGMO,149652,0,0.615,-4.006,0.824,0.0857
Calle 13,Calle 13 (Explicit Version),Atrévete-Te-Te,1q8NdCAQ9QUjpYiqzdd3mv,239306,77,0.829,-5.951,0.878,0.776
Bars and Melody,Covers Part II,Unforgettable,4jln8fpVWRBdEHNZZuLiDO,231845,0,0.796,-6.072,0.775,0.0771
Pappo,Blues Local,Mi Vieja,7yVhDY1z7PwV525mGKUgs7,158666,0,0.751,-13.994,0.644,0.0673
Yahir,Llegaste A Mi Vida,Llegaste A Mi Vida,4rARugNCdlOra7sQz10md1,200544,48,0.448,-2.938,0.859,0.355
Bruno Mars,Doo-Wops & Hooligans,Just the Way You Are,47Slg6LuqLaX0VodpSCvPt,220734,82,0.635,-5.379,0.841,0.0622
Rachel Platten,Wildfire,Stand By You,3kSXn1osC89W8JcPLozTzs,219000,66,0.506,-4.632,0.897,0.0868
Kura,Hardwell On Air - Best Of January 2018,Skank,6MThmpA1vpoMUZ45cA8o9t,164769,0,0.723,-4.696,0.979,0.284
Emaús,Solo Él,Alábenlo,3s72e0rAUXI0ve9oVlB39y,164010,4,0.42,-21.159,0.0737,0.201
L-Gante,Malianteo 420 (Volumen 2),Malianteo 420 (Volumen 2),0ZajfwON99KmQd2gm02NG8,249397,42,0.761,-6.421,0.689,0.226
Coro Pascua Joven San Isidro,Alimento que da vida,Quédate Señor,5WjJBybvpTV0bh7EWHREhh,167784,27,0.421,-9.217,0.426,0.141
Olivia Rodrigo,High School Musical: The Musical: The Series,Just for a Moment,0fyNdwiOqyXyZ1OHhtRZ5y,197322,54,0.435,-6.244,0.493,0.149
Vanessa Da Mata,Ai Ai Ai,Ai Ai Ai - Felguk & Cat Dealers Remix,56yFJewuZr1kKfYu2O35nx,200322,64,0.575,-3.831,0.913,0.295
La Champions Liga,Primer Tiempo,Una Noche Mas,0dXU3Ws0efozJNC0Hn7UYg,204971,0,0.466,-5.415,0.717,0.117
Lucy Spraggan,Join the Club,Last Night (Beer Fear),0tn15AIyBUAi9WLzzhKQsk,133213,61,0.456,-3.877,0.786,0.13
Wrabel,11 Blocks,11 Blocks,7nZBRPj89rgeZ5eBLp2J7P,222213,53,0.553,-4.275,0.711,0.142
The Kid LAROI,F*CK LOVE (SAVAGE),WITHOUT YOU,27OeeYzk6klgBh83TSvGMA,161384,31,0.662,-7.357,0.413,0.134
Maluma,Magia,Vámonos de Fuga,6lhhLta7xSOEgzTqElnGWE,180866,33,0.63,-3.834,0.808,0.278
Sech,Relación,Relación,4lMOQR1rRW5hJgJXOtKraL,184254,0,0.805,-3.117,0.562,0.148
Alkilados,Una Cita,Una Cita - Remix,6v3QCw4ca5cR4VkzpG0PHy,275945,0,0.78,-4.748,0.845,0.284
Atomic Otro Way,Te De Campana,Te De Campana,6OdD1XrpFD5BuxiAMFUWZC,198624,0,0.811,-1.711,0.927,0.416
Taylor Swift,1989,Wonderland,6RvRzl1YJTDnUvdOtV21IK,245560,71,0.422,-5.447,0.692,0.177
Galantis,Tell Me You Love Me,Tell Me You Love Me - Pat Lok Remix,5tzJD2DFCaOTdZHJLe64sr,230341,20,0.732,-8.627,0.682,0.715
Droow,Pa' Mi Hermano,Pa' Mi Hermano,1wO4UGp9Evr0oNdcRHxyWk,203366,43,0.556,-7.411,0.173,0.103
Bruno Mars,Doo-Wops & Hooligans,Somewhere in Brooklyn,3P4v70V3Zt804r2c9dZivK,181691,55,0.701,-5.659,0.579,0.255
Ed Sheeran,No.6 Collaborations Project,Antisocial (with Travis Scott),0Tdh0VTkzmPGeAQIXHYhVJ,161746,45,0.715,-5.313,0.823,0.361
Sebastian Yatra,MANTRA,Traicionera,4Ft0391aLVNtCPPseh98lp,229386,76,0.775,-4.985,0.679,0.155
Troye Sivan,Bloom,Bloom,0oTyoTKEKMdF3rXcOLyEfN,222096,60,0.708,-5.196,0.701,0.392
Paulo Londra,Plan A,Plan A,2gpQi3hbcUAcEG8m2dlgfB,178202,71,0.583,-4.875,0.834,0.0658
Rex Orange County,10/10,10/10,0tByDZgQzoNfFFmpgleB0s,146102,47,0.487,-4.091,0.909,0.0803
Bars and Melody,Covers,7 Years,34jE97kETT7KynsR9dweWU,237353,0,0.74,-7.792,0.449,0.342
Patrick Doyle,Cinderella,Searching the Kingdom,3ibJiFsWov8oXuScNwOfm2,171653,0,0.404,-18.55,0.159,0.19
Patrick Doyle,Cinderella,The First Branch,14JCcm5laczddPu2nZ3mnE,131039,0,0.122,-25.124,0.0577,0.159
Zaragoza,Como Mirarte (En Vivo),Como Mirarte (En Vivo),3fmUPCbFHFWDD4RaqNN31e,127535,0,0.392,-18.725,0.177,0.332
Katy Perry,Witness,Swish Swish,2kVHAQKVtczchKctctzbtK,242510,0,0.836,-5.211,0.716,0.101
Anne-Marie,Speak Your Mind,Ciao Adios,01BC4Xj5tfsfV8DLDrma7q,199773,66,0.694,-3.986,0.853,0.322
Ovy On The Drums,Sigo Buscandote,Sigo Buscandote,4z2c6wyTY9xgiPYUvznwUE,185224,57,0.859,-4.741,0.691,0.107
Hardwell,Hardwell On Air - Best Of January 2018,Woest,0vztPaSV8XU711jbbEVvZc,137109,0,0.747,-1.907,0.993,0.0663
La Champions Liga,Primer Tiempo,No Me Engañes Mas,64o8SKHGio4WmmqR78MJxH,226237,0,0.481,-5.118,0.756,0.0746
The Clash,Hits Back,Should I Stay or Should I Go - Remastered,3v8PlUFGQQDBIk1J86waCo,188240,65,0.742,-6.442,0.838,0.418
David Guetta,Flames,Flames - Tepr Remix,512JyhHrndIxZ81JmYZLmP,232983,27,0.681,-4.676,0.822,0.114
Sebastian Yatra,MANTRA,Sin Ti,6NMRWLKSXABykkj58dVW9c,189920,49,0.764,-4.919,0.714,0.132
Bars and Melody,Hopeful,Hopeful,07L1Pe7AH1mxAQKo2VmKkW,169360,52,0.437,-4.109,0.846,0.251
Sofía Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","1, 2, 3 (feat. Jason Derulo & De La Ghetto)",4QtiVmuA88tPQiCOHZuQ5b,201526,73,0.792,-3.112,0.895,0.0501
Jordan Francis,Disney Channel Playlist,Start The Party,2XTc5J7fLPqIIeEZQIMHeF,166360,0,0.732,-4.45,0.935,0.0415
Patrick Doyle,Cinderella,A Secret Garden,6IcaWv5AqKMFpV0ct56Hhw,168306,0,0.212,-23.75,0.0273,0.347
Michael Bublé,Music From And Inspired By The Motion Picture Tyler Perry's Why Did I Get Married?,L O V E,3gtSCifHWtbRxX0GFLBpcH,170213,46,0.505,-6.599,0.465,0.169
5 Seconds of Summer,Pop Nostalgia,She Looks So Perfect,7gBnmkZ8oZ1ypzyaEKaaIL,203493,0,0.491,-5.807,0.934,0.201
Camila Cabello,Camila,Havana (feat. Young Thug),1rfofaqEpACxVEHIZBJe6W,217306,82,0.765,-4.333,0.523,0.132
Bautista Nasta,Ilusiones,Luces en mis sombras,5soIeejS7rnuFGehXgSd9f,251454,13,0.675,-5.518,0.526,0.108
In Real Life,Got Me Good,Got Me Good,55ID6VWuDeOKGt04SV2CHd,163168,0,0.828,-3.524,0.679,0.0906
Nicky Jam,Pina All Star 2,Sabanas Blancas,7MxIvahlyNFbbb34Ecn7eS,166586,40,0.819,-5.387,0.92,0.3
The Kid LAROI,F*CK LOVE (SAVAGE),MAYBE,7syEMMetYY9CmyR5aE2ia6,174182,7,0.606,-4.833,0.533,0.292
PRETTYMUCH,Teacher,Teacher,6sbP2ku2EPDBfVlt5ggO6h,194920,46,0.515,-4.7,0.631,0.357
Angela Torres,La vida rosa,La vida rosa,6S7CT8xrkOpDOXC4xjdhXt,228680,36,0.698,-5.184,0.803,0.19
Gentle Bones,I Wouldn't Know Any Better Than You,I Wouldn't Know Any Better Than You,3K8tRD2Prik7FXbD8lZ6DC,151041,59,0.708,-5.552,0.485,0.104
Rhys Lewis,No Right To Love You,No Right To Love You - Acoustic,5UqivtkoiPTXrJu6GIt1mh,229557,0,0.531,-10.6,0.269,0.116
Morat,Sobre El Amor Y Sus Efectos Secundarios,Cómo Te Atreves,2z0EshEO4XptiepEb9j3Og,240560,0,0.617,-4.565,0.893,0.207
Kevin Quinn,Pencil Marks,I Found Love,2K1fSYGxbMUQputMK8bvgz,175013,0,0.606,-10.799,0.559,0.097
Pol 3.14,Jóvenes Eternamente,Jóvenes Eternamente,7y7wBlwoftRZQIWcFGv0IY,267645,53,0.49,-5.799,0.507,0.113
Patrick Doyle,Cinderella,La Polka de Minuit,2DbuXUgVNXuxP51xZWLZbN,122586,0,0.546,-12.614,0.363,0.12
Rex Orange County,Bcos U Will Never B Free,Corduroy Dreams,02tvc9CFnTyHuSRlGeNv9w,206974,4,0.608,-14.037,0.305,0.103
La Champions Liga,La Champions Liga,No lo engañes mas,1g3dCqSycgMkrqFZXQqdpX,191613,49,0.619,-3.987,0.753,0.078
Anne-Marie,2002,2002,4Pbg79cTBu4vgSphoyNq3j,186986,66,0.697,-2.881,0.683,0.137
Reik,Des/Amor,Voy a Olvidarte,6UwB2R8I5LoUmmYc0mphdl,199920,65,0.456,-4.332,0.633,0.158
TINI,Quiero Volver,Respirar,5HFOgL611IRiarTnoKyP4C,184973,1,0.587,-5.932,0.689,0.0576
Galantis,Tell Me You Love Me,Tell Me You Love Me - Michael Feiner Remix,3Rhenw8t7LDnrvt3FSyPpU,281835,15,0.815,-3.369,0.9,0.688
j mena,La Tonta,La Tonta,2QcaKMyTiuO6b7U7AwxXXH,196597,0,0.799,-6.993,0.554,0.112
Polo G,GANG GANG (with Lil Wayne),GANG GANG (with Lil Wayne),4VW44pawoOHPUjlN7DX5vk,178775,61,0.752,-8.066,0.563,0.103
C. Tangana,El Madrileño,Me Maten - Live at NPR's Tiny Desk,5py3FJrHEuR67BjR7wm8uj,242496,61,0.614,-10.012,0.583,0.718
TINI,Carne y Hueso,Carne y Hueso,3yeFTYLMz4nOtyPXWEMKsW,178309,67,0.582,-8.014,0.382,0.303
Shakira,Shakira. (Expanded Edition),Can't Remember to Forget You (feat. Rihanna),7o1Pm9jpH0wFpN5g793Lnq,206866,76,0.694,-3.556,0.81,0.141
Forever in Your Mind,Shake Your Booty,"Shake Your Booty - From ""Best Friends Whenever""",4joMdFUQet4cfdgiOOQVHo,161700,0,0.67,-6.327,0.779,0.135
Said The Sky,Wide-Eyed,Just Us,04amRUbvDaUMmE9U4Vs48E,162944,45,0.748,-4.541,0.581,0.0982
Ofi La Melodia,BOOM,BOOM,6sQU3wCAsVtsj3H6CtOTVa,211224,0,0.723,-3.91,0.896,0.0943
Mar Antunes Fernández,Go! Vive A Tu Manera (Soundtrack from the Netflix Original Series),Cuando Te Vi,5fgPwruUj0nVDucuxdMEbZ,122666,33,0.548,-11.3,0.398,0.0833
ZAYN,Icarus Falls,Good Years,1V1NpX9DlBb9koXof9nIBF,180120,0,0.639,-5.979,0.411,0.141
I'm Blue,Blue (Da Ba Dee),Blue (Da Ba Dee),0nHQAxZgzAcKGRxAsOISTc,221979,51,0.807,-5.684,0.815,0.333
Shawn Mendes,Illuminate,Don't Be A Fool,7msCKNrI0vZw9H4MIgLnAh,215773,57,0.473,-6.039,0.339,0.103
Tiago PZK,Sola - Neuen Live Sessions,Sola - Neuen Live Sessions - En Vivo,4P1T0qUkqIVuByWA8i1SQV,196600,57,0.445,-7.433,0.608,0.101
Zeballos,Rottweiler,Rottweiler,2pOK2GCkKvGamvVG9WgNpX,145000,49,0.682,-4.027,0.647,0.0957
Whitney Houston,The Bodyguard - Original Soundtrack Album,Run to You,6M1M6cRtVkm5d0qTzkSEuK,264333,67,0.368,-10.21,0.364,0.157
Why Don't We,8 Letters,8 Letters - Nora En Pure Remix,6yuyTFjqd3iMAAXoXt2WCm,210000,0,0.728,-5.306,0.936,0.103
Sebastian Yatra,MANTRA,Alguien Robo,0pQoNBSZeRFuhLVH8gCVDT,224360,59,0.747,-2.644,0.911,0.147
jxdn,ANGELS & DEMONS,ANGELS & DEMONS,4GUj9MfPPkjpZskxb45uiX,160119,0,0.554,-3.936,0.8,0.629
Yuawi,Movimiento Naranja,Movimiento Naranja,4p67G1iIfw1fGGEW6M7fUh,69184,0,0.773,-4.267,0.611,0.568
Milky Chance,Blossom,Firebird,7HFJ3tFuZcewzkQglQOtTZ,221640,49,0.749,-8.098,0.651,0.155
Fer Palacio,A Solax,A Solax,3RQhBvvWahha3u0BauKprN,247581,0,0.704,-5.391,0.656,0.0545
Jeremy Zucker,you were good to me,you were good to me,6tNgjrWXWHx2zR52Q6qCLG,219173,0,0.46,-15.095,0.0834,0.112
Galantis,Tell Me You Love Me,Tell Me You Love Me - Raven & Kreyn Remix,0jfUe0TGRcpxOAATQ5q0lz,247619,21,0.751,-4.583,0.843,0.0491
Shawn Mendes,Illuminate,Roses,6xiVsK5u3Ke4guuMfJbETq,232200,0,0.613,-6.761,0.48,0.117
